fpr,tpr,threshold
0.0,0.0,1.8368852147320274
7.036307345904869e-05,0.0,0.8368852147320275
0.004995778215592457,0.0,0.7702656232987248
0.004995778215592457,0.00847457627118644,0.7701817251521215
0.007951027300872502,0.00847457627118644,0.7502884908765365
0.007951027300872502,0.01694915254237288,0.7492332878066674
0.00971010413734872,0.01694915254237288,0.73996306047982
0.00971010413734872,0.025423728813559324,0.7394075958421645
0.010484097945398256,0.025423728813559324,0.734801009249631
0.010484097945398256,0.03389830508474576,0.7347595118170299
0.011398817900365888,0.03389830508474576,0.7297607541940688
0.011398817900365888,0.0423728813559322,0.7294331485566555
0.01231353785533352,0.0423728813559322,0.7259536115234485
0.01231353785533352,0.05084745762711865,0.7257793563728515
0.01400225161835069,0.05084745762711865,0.717815670498244
0.01400225161835069,0.059322033898305086,0.7173912120665555
0.016324233042499296,0.059322033898305086,0.7061492873889537
0.016324233042499296,0.06779661016949153,0.7060228327765624
0.017520405291303123,0.06779661016949153,0.7016610901775914
0.017520405291303123,0.07627118644067797,0.7014183649867595
0.02526034337179848,0.07627118644067797,0.6728796139061596
0.02526034337179848,0.0847457627118644,0.6727570211936297
0.025471432592175627,0.0847457627118644,0.672481786981026
0.025471432592175627,0.09322033898305085,0.6721605833572598
0.02575288488601182,0.09322033898305085,0.6705665779368558
0.02575288488601182,0.1016949152542373,0.670149043265424
0.027089783281733747,0.1016949152542373,0.6662445949166771
0.027089783281733747,0.11016949152542373,0.6659026383007152
0.030819026175063328,0.11016949152542373,0.6526813660977302
0.030819026175063328,0.11864406779661017,0.6525996322168827
0.033281733746130034,0.11864406779661017,0.6462144533482287
0.033281733746130034,0.1271186440677966,0.6459372750970597
0.03440754292147481,0.1271186440677966,0.644306545333021
0.03440754292147481,0.13559322033898305,0.6442139864689641
0.036166619757951025,0.13559322033898305,0.638135639508825
0.036166619757951025,0.1440677966101695,0.6375612362754701
0.06262313537855334,0.1440677966101695,0.5632151919999863
0.06262313537855334,0.15254237288135594,0.5631893588109081
0.06783000281452294,0.15254237288135594,0.5529544111487228
0.06783000281452294,0.16101694915254236,0.5529082406549214
0.06811145510835913,0.16101694915254236,0.5523274971137322
0.06811145510835913,0.1694915254237288,0.5522762124152445
0.07064452575288488,0.1694915254237288,0.5475885885921534
0.07064452575288488,0.17796610169491525,0.5473584373051485
0.07585139318885449,0.17796610169491525,0.5371651082912628
0.07585139318885449,0.1864406779661017,0.5369708771834096
0.07711792851111736,0.1864406779661017,0.534616497897719
0.07711792851111736,0.19491525423728814,0.5345939636594189
0.07725865465803547,0.19491525423728814,0.5344906910156944
0.07725865465803547,0.2033898305084746,0.5342999873193571
0.0781733746130031,0.2033898305084746,0.5325133224722107
0.0781733746130031,0.211864406779661,0.5323494406558044
0.0857022234731213,0.211864406779661,0.5206269318025971
0.0857022234731213,0.22033898305084745,0.5205747554408454
0.08675766957500704,0.22033898305084745,0.5185763064009663
0.08675766957500704,0.2288135593220339,0.5184692656840246
0.09217562623135378,0.2288135593220339,0.5107530161260686
0.09217562623135378,0.23728813559322035,0.5107087039841053
0.09449760765550239,0.23728813559322035,0.5083007809596064
0.09449760765550239,0.2457627118644068,0.5080543206202228
0.0969603152265691,0.2457627118644068,0.505226436834594
0.10455952716014635,0.2796610169491525,0.5
0.11715451730931607,0.2796610169491525,0.4824642122445831
0.11715451730931607,0.288135593220339,0.4824162511756766
0.1212355755699409,0.288135593220339,0.4783015418953477
0.1212355755699409,0.2966101694915254,0.4782677163030202
0.12179848015761328,0.2966101694915254,0.47797941192499643
0.12179848015761328,0.3050847457627119,0.477919994899718
0.1254573599774838,0.3050847457627119,0.47467893634860914
0.1254573599774838,0.3135593220338983,0.4746219631737018
0.12876442443005912,0.3135593220338983,0.47148678976887337
0.12876442443005912,0.3220338983050847,0.47148650039627094
0.13312693498452013,0.3220338983050847,0.4674161779392038
0.13312693498452013,0.3305084745762712,0.4673894004912014
0.13840416549394877,0.3305084745762712,0.46253536097136627
0.13840416549394877,0.3389830508474576,0.46247763542628095
0.141640866873065,0.3389830508474576,0.45969054392203224
0.141640866873065,0.3474576271186441,0.4596799555570732
0.14734027582324796,0.3474576271186441,0.45421331189095376
0.14734027582324796,0.3559322033898305,0.4539772247059059
0.1533211370672671,0.3559322033898305,0.4488709471829432
0.1533211370672671,0.3644067796610169,0.44882811262391475
0.15782437376864622,0.3644067796610169,0.4447846416070139
0.15782437376864622,0.3728813559322034,0.4446438354968239
0.16176470588235295,0.3728813559322034,0.44147180244887335
0.16176470588235295,0.3813559322033898,0.44143160542539206
0.1678862932732902,0.3813559322033898,0.43658765035355157
0.1678862932732902,0.3898305084745763,0.43656202081674406
0.17091190543202928,0.3898305084745763,0.4340504792703478
0.17091190543202928,0.3983050847457627,0.43404619763608804
0.17133408387278357,0.3983050847457627,0.4337283955090912
0.17133408387278357,0.4067796610169492,0.43368939289028996
0.17893329580636083,0.4067796610169492,0.4279388230166026
0.17893329580636083,0.4152542372881356,0.42779434215441914
0.18646214466647903,0.4152542372881356,0.422123827210872
0.18646214466647903,0.423728813559322,0.4220826004925643
0.18857303687025048,0.423728813559322,0.42001975932957925
0.18857303687025048,0.4322033898305085,0.41997943380251174
0.1942020827469744,0.4322033898305085,0.41585102657036244
0.1942020827469744,0.4406779661016949,0.4157628681835343
0.19659442724458204,0.4406779661016949,0.4133975878087394
0.19659442724458204,0.4491525423728814,0.413360603405316
0.19905713481564874,0.4491525423728814,0.4110573740434897
0.19905713481564874,0.4576271186440678,0.41104871140730176
0.202293836194765,0.4576271186440678,0.40866443733987506
0.202293836194765,0.4661016949152542,0.40855810504115236
0.20686743596960316,0.4661016949152542,0.40478609608149313
0.20686743596960316,0.4745762711864407,0.40474526424807744
0.20876723895299748,0.4745762711864407,0.4035044014910093
0.20876723895299748,0.4830508474576271,0.4034406515504567
0.2255840135097101,0.4830508474576271,0.3906566309012177
0.2255840135097101,0.4915254237288136,0.3906298023116399
0.22867998874190826,0.4915254237288136,0.3878410668474404
0.22867998874190826,0.5,0.38778980773630517
0.23747537292428933,0.5,0.382018599194425
0.23747537292428933,0.5084745762711864,0.38197838977603615
0.2535885167464115,0.5084745762711864,0.37106324496024123
0.2535885167464115,0.5169491525423728,0.37103971730770213
0.26160990712074306,0.5169491525423728,0.3669156283302258
0.26160990712074306,0.5254237288135594,0.36691193948652306
0.2647058823529412,0.5254237288135594,0.3652814571358874
0.2647058823529412,0.5338983050847458,0.3652113134286993
0.2834928229665072,0.5338983050847458,0.3532965267508597
0.2834928229665072,0.5423728813559322,0.353291779854944
0.28665916127216434,0.5423728813559322,0.35115568471485403
0.28665916127216434,0.5508474576271186,0.35112007324025185
0.2903180410920349,0.5508474576271186,0.3487775470284176
0.2903180410920349,0.559322033898305,0.3487658330562007
0.3089642555586828,0.559322033898305,0.33607948691302014
0.3089642555586828,0.5677966101694916,0.33600537514181017
0.3174781874472277,0.5677966101694916,0.33076001887534295
0.3174781874472277,0.576271186440678,0.3306334061688337
0.3383056571911061,0.576271186440678,0.3135273868036387
0.3383056571911061,0.5847457627118644,0.31347010605755077
0.34583450605122434,0.5847457627118644,0.3072495717508407
0.34583450605122434,0.5932203389830508,0.307227221199333
0.3637770897832817,0.5932203389830508,0.2940731517149227
0.3637770897832817,0.6016949152542372,0.2938926344250668
0.369898677174219,0.6016949152542372,0.28894295060523234
0.369898677174219,0.6101694915254238,0.2889258303198481
0.37806079369546863,0.6101694915254238,0.28324760130720283
0.37806079369546863,0.6186440677966102,0.2832358449526566
0.3917815930199831,0.6186440677966102,0.2741315694928022
0.3917815930199831,0.6271186440677966,0.27403514255103056
0.40613566000562906,0.6271186440677966,0.26448538079282313
0.40613566000562906,0.635593220338983,0.2644662598933537
0.41162397973543485,0.635593220338983,0.2609547373651807
0.41162397973543485,0.6440677966101694,0.26094211726919864
0.41282015198423866,0.6440677966101694,0.2602900957893416
0.41282015198423866,0.652542372881356,0.26027200105771026
0.4170419363917816,0.652542372881356,0.2573084762792328
0.4170419363917816,0.6610169491525424,0.2572859661095476
0.4218266253869969,0.6610169491525424,0.2545073986927005
0.4218266253869969,0.6694915254237288,0.254494164031726
0.4410357444413172,0.6694915254237288,0.24218080261860586
0.4410357444413172,0.6779661016949152,0.2421607838905758
0.4662257247396566,0.6779661016949152,0.2293470247897106
0.4662257247396566,0.6864406779661016,0.22931403935305594
0.47403602589361105,0.6864406779661016,0.22469939407039585
0.47403602589361105,0.6949152542372882,0.22467907547600569
0.49007880664227416,0.6949152542372882,0.2147651882081162
0.49007880664227416,0.7033898305084746,0.21474738474656901
0.5,0.7033898305084746,0.20922708181233796
0.5,0.711864406779661,0.20920875743810172
0.5006332676611315,0.711864406779661,0.20890798236007413
0.5006332676611315,0.7203389830508474,0.2088966825205483
0.5026034337179848,0.7203389830508474,0.20772678843248582
0.5026034337179848,0.7288135593220338,0.20771430489874432
0.52884886011821,0.7288135593220338,0.19419847588277747
0.52884886011821,0.7372881355932204,0.19419679952677366
0.5415845764142978,0.7372881355932204,0.1875353256079462
0.5415845764142978,0.7457627118644068,0.18751617955897415
0.5480579791725303,0.7457627118644068,0.18397421538304867
0.5480579791725303,0.7542372881355932,0.18396372088439003
0.5497466929355475,0.7542372881355932,0.18310016385386332
0.5497466929355475,0.7627118644067796,0.18307495300376672
0.5500281452293836,0.7627118644067796,0.18300248100467617
0.5500281452293836,0.7711864406779662,0.18299392471874612
0.5512946805516465,0.7711864406779662,0.18219702493883902
0.5512946805516465,0.7796610169491526,0.18213471283449637
0.5560793695468618,0.7796610169491526,0.18014844018793594
0.5560793695468618,0.788135593220339,0.180138544019363
0.5632564030396848,0.788135593220339,0.17732394896374862
0.5632564030396848,0.7966101694915254,0.17732054539358044
0.5726146918097382,0.7966101694915254,0.1721958129325367
0.5726146918097382,0.8050847457627118,0.17205513469804706
0.583732057416268,0.8050847457627118,0.16600544528645952
0.583732057416268,0.8135593220338984,0.1659810179176576
0.5838727835631861,0.8135593220338984,0.1659285802116029
0.5838727835631861,0.8220338983050848,0.16591641987290529
0.6102589361103293,0.8220338983050848,0.15259218903943697
0.6102589361103293,0.8305084745762712,0.15253847566704806
0.6258795384182381,0.8305084745762712,0.14571838509615928
0.6258795384182381,0.8389830508474576,0.14564668491457566
0.6303124120461582,0.8389830508474576,0.14360443331891942
0.6303124120461582,0.847457627118644,0.1435862291243266
0.6611314382212216,0.847457627118644,0.13009714564993943
0.6611314382212216,0.8559322033898306,0.130037449946735
0.6752744159864903,0.8559322033898306,0.12397485369651921
0.6752744159864903,0.864406779661017,0.12396675075579021
0.6793554742471151,0.864406779661017,0.12198534110036964
0.6793554742471151,0.8728813559322034,0.12196725808070173
0.6816774556712637,0.8728813559322034,0.12109291509488289
0.6816774556712637,0.8813559322033898,0.12106412949783261
0.7074303405572755,0.8813559322033898,0.10982443098331263
0.7074303405572755,0.8898305084745762,0.10977803831700272
0.7277652687869406,0.8898305084745762,0.10090571036644688
0.7277652687869406,0.8983050847457628,0.100870699957113
0.7352237545735998,0.8983050847457628,0.09802566660721879
0.7352237545735998,0.9067796610169492,0.09799941534251473
0.7391640866873065,0.9067796610169492,0.09649447159209047
0.7391640866873065,0.9152542372881356,0.09646148705418424
0.7452856740782438,0.9152542372881356,0.0943031007090265
0.7452856740782438,0.923728813559322,0.09424992046335628
0.7822966507177034,0.923728813559322,0.07984037047406758
0.7822966507177034,0.9322033898305084,0.07983528628968163
0.7960878131156769,0.9322033898305084,0.07434016997079597
0.7960878131156769,0.940677966101695,0.07432406202489368
0.8124824092316353,0.940677966101695,0.06868092897783741
0.8124824092316353,0.9491525423728814,0.06867577356538802
0.8238108640585421,0.9491525423728814,0.06506583624202028
0.8238108640585421,0.9576271186440678,0.06504590200727424
0.829510273008725,0.9576271186440678,0.06297734543426267
0.829510273008725,0.9661016949152542,0.06295576863566348
0.8513931888544891,0.9661016949152542,0.05837076463216269
0.8513931888544891,0.9745762711864406,0.05833398453731427
0.9353363354911343,0.9745762711864406,0.034744120049450794
0.9353363354911343,0.9830508474576272,0.034742916546281706
0.9425133689839572,0.9830508474576272,0.032218640431956956
0.9425133689839572,0.9915254237288136,0.03221619734007545
0.9570785251899803,0.9915254237288136,0.02758037448150386
0.9570785251899803,1.0,0.02757554798653313
1.0,1.0,0.003680170487791821
